 63,115,115,167,219,115,167,219,230,313,386,240,313,386,63,52,63,63,0,
 73,115,115,177,230,115,177,219,230,323,386,240,323,386,63,63,73,73,0,
 83,125,125,177,230,125,177,230,240,323,386,240,323,386,73,73,83,73,0,
 83,136,136,188,240,136,188,240,240,323,386,250,323,386,73,73,83,83,0,
 94,136,136,188,240,136,198,240,250,323,386,250,323,386,83,83,94,94,0,
 94,146,146,198,250,146,198,250,250,323,386,261,323,386,94,83,94,94,0,
 104,146,146,198,261,146,209,261,261,334,386,261,323,386,94,94,104,104,0,
 104,146,146,209,261,146,209,261,261,323,386,261,323,386,94,94,104,104,0,
 104,146,146,209,261,146,209,261,261,334,386,261,323,386,94,94,104,104,0,
 94,146,146,209,261,146,209,261,261,334,397,261,323,386,94,94,104,94,0,
 94,146,146,198,261,146,198,261,261,334,397,261,334,386,83,83,94,94,0,
 83,136,136,198,250,136,188,250,261,334,397,261,334,386,73,73,83,83,0,
 73,125,136,188,240,125,177,230,250,323,386,250,323,386,63,63,83,73,0,
 63,115,115,167,209,115,167,219,250,323,386,240,323,386,52,52,63,63,0,
 42,104,104,146,188,104,146,188,230,313,386,230,313,386,42,42,52,52,0,
 31,83,94,136,167,83,125,157,219,303,376,219,303,376,31,21,42,42,0,
 21,73,83,115,125,73,115,125,209,292,376,209,292,376,21,21,31,31,0,
 21,73,73,94,94,63,104,94,198,292,376,198,282,365,10,10,21,21,0,
 10,63,63,83,63,63,83,63,188,282,365,188,292,365,10,10,21,21,0,
 10,63,63,73,42,63,73,42,198,282,365,188,292,365,10,10,21,21,0,
 10,63,63,63,21,63,63,21,198,282,365,198,0,0,10,10,21,21,0,
 21,63,63,52,10,63,52,10,198,292,376,198,292,365,10,10,21,21,0,
 31,73,73,52,0,63,52,10,209,303,386,209,0,0,21,21,31,31,0,
 42,83,73,52,0,73,52,0,209,303,386,209,0,0,31,31,42,42,0,
 52,94,94,52,0,83,52,0,230,313,386,230,313,386,42,42,52,52,0,
 63,104,104,63,0,94,63,10,240,323,386,240,334,397,52,52,63,63,0,
 73,115,115,63,10,104,63,10,250,323,397,250,334,397,63,73,73,73,0,
 83,125,115,73,21,115,73,21,250,334,386,250,334,397,73,73,83,83,0,
 83,125,125,73,10,115,73,21,261,334,397,261,344,397,83,83,94,94,0,
 83,125,125,73,10,115,73,21,261,334,397,261,344,397,83,83,94,94,0,
 83,125,115,73,10,115,73,21,250,334,397,261,344,386,73,73,83,94,0,
 73,115,115,73,10,104,73,10,250,334,386,250,334,386,73,73,73,73,0,
 63,104,104,52,0,94,63,10,240,323,386,240,323,386,52,63,63,63,0,
 52,94,83,52,0,94,52,0,230,313,386,230,323,386,42,42,52,52,0,
 31,73,73,42,0,73,52,10,209,303,386,219,313,386,31,31,42,42,0,
 21,63,63,42,0,63,42,0,198,292,386,209,303,386,21,21,21,31,0,
21,63,63,42,0,52,52,10,188,292,376,198,292,365,10,10,21,21,0,
10,52,52,52,10,52,52,21,188,282,365,188,292,365,0,0,10,10,0,
10,52,52,63,31,52,63,42,177,282,365,188,0,0,0,0,10,0,0,
10,52,52,73,52,52,73,63,177,0,0,188,0,0,0,0,10,0,0,
10,52,63,83,83,52,83,94,188,292,365,188,282,365,0,0,10,10,0,
21,63,63,104,104,52,94,125,188,292,376,198,292,365,10,10,21,10,0,
21,73,73,115,136,63,104,157,198,303,376,209,0,0,21,21,31,21,0,
31,83,94,136,167,83,125,188,209,303,376,209,303,376,31,31,42,31,0,
42,94,104,146,188,94,146,198,219,313,376,230,313,386,42,42,52,42,0,
52,104,115,157,209,104,157,219,230,303,386,230,313,386,42,42,52,52,0,
52,115,115,167,219,104,167,219,240,313,376,240,313,376,52,52,63,63,0,
63,115,115,177,230,115,167,230,240,313,386,240,323,376,52,52,63,63,0,
52,115,115,167,230,104,167,230,230,323,386,240,323,376,52,52,63,52,0,
52,104,115,167,219,104,167,230,230,323,386,240,323,386,42,42,52,52,0,
52,94,104,157,219,94,157,219,230,313,386,230,323,386,42,42,52,42,0,
42,94,104,157,219,94,146,209,219,313,376,230,313,386,31,31,42,42,0,
42,94,94,146,209,94,146,209,219,313,376,219,313,376,31,31,42,42,0,
31,83,94,157,209,83,146,198,209,313,376,219,313,376,31,31,42,31,0,
31,83,94,146,209,83,146,198,209,303,376,219,313,376,31,21,42,31,0,
31,83,94,146,209,83,136,198,209,303,386,219,313,376,31,31,31,31,0,
31,83,94,146,209,83,146,198,209,303,386,219,303,376,31,31,31,31,0,
31,83,94,146,209,83,146,198,209,303,376,219,303,376,31,31,42,31,0,
31,83,94,146,209,83,136,198,209,303,376,219,303,376,31,31,42,31,0,
31,83,94,146,209,83,136,198,209,313,376,219,303,0,31,21,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,219,303,376,31,21,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,209,303,376,31,21,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,219,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,219,303,376,31,31,31,31,0,
31,83,94,146,198,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,198,83,136,198,209,303,376,219,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,219,303,376,31,31,31,31,0,
31,83,94,146,198,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,292,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
31,83,83,146,198,83,136,209,209,303,376,209,303,376,31,31,42,31,0,
31,83,94,146,209,83,136,209,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,209,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,209,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,209,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,198,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
31,83,94,146,209,83,136,198,209,303,376,209,303,376,31,31,31,31,0,
