63,104,104,136,167,104,136,167,230,323,386,230,303,376,63,52,63,63,0,
63,104,104,136,167,104,136,157,230,323,386,230,313,376,52,52,63,63,0,
63,104,104,136,157,104,136,157,230,323,386,230,303,376,63,63,73,63,0,
63,104,104,136,157,104,136,146,230,323,386,230,303,376,63,63,73,63,0,
73,104,104,125,146,104,125,146,230,313,386,230,303,376,63,63,73,73,0,
73,104,104,136,146,104,125,136,230,323,386,230,292,376,63,63,73,73,0,
73,104,115,146,136,104,136,136,230,323,386,230,313,386,63,63,73,73,0,
83,115,115,146,136,115,136,136,230,323,386,230,313,386,73,73,83,73,0,
83,115,125,146,136,115,136,136,230,323,386,230,303,386,73,73,83,83,0,
94,125,125,146,136,115,136,136,240,313,386,240,303,386,83,83,94,83,0,
94,125,125,146,146,125,136,136,240,313,386,240,303,376,83,83,94,94,0,
104,125,136,146,146,125,136,146,240,313,386,240,303,376,94,94,104,104,0,
115,136,136,157,146,136,146,136,240,313,386,240,313,376,104,104,104,104,0,
115,146,146,157,157,136,146,136,240,313,386,240,313,376,115,115,115,115,0,
125,146,157,157,157,146,157,146,250,313,386,250,313,376,115,115,125,115,0,
136,146,157,167,157,146,157,146,250,313,386,250,313,386,125,125,125,125,0,
146,157,167,167,0,157,157,157,250,313,397,250,313,376,136,136,136,136,0,
146,167,167,177,167,167,167,167,261,313,397,250,313,376,136,136,136,136,0,
157,167,177,177,0,167,167,167,261,313,397,250,313,386,146,146,146,146,0,
157,177,177,188,188,167,177,0,261,323,397,261,313,386,157,157,157,146,0,
167,177,188,188,188,177,177,177,261,323,397,261,323,376,157,157,157,157,0,
167,188,188,188,0,177,188,177,271,323,397,261,323,386,157,157,157,157,0,
177,188,198,198,198,188,188,188,271,323,386,271,323,376,167,167,167,167,0,
177,188,198,198,198,188,188,188,271,323,397,271,323,386,167,167,167,167,0,
177,198,198,198,198,188,198,188,282,323,397,271,323,386,177,167,177,167,0,
188,198,209,209,0,198,198,198,282,323,386,282,323,386,177,177,177,167,0,
188,198,209,209,0,198,198,198,282,323,386,271,323,386,177,177,177,177,0,
188,198,209,209,0,198,209,209,282,323,397,282,323,386,177,177,177,177,0,
188,209,209,209,209,198,209,209,282,323,397,282,323,386,188,188,177,177,0,
188,209,209,219,209,198,209,209,282,323,397,282,323,386,188,188,177,177,0,
198,209,219,219,0,198,209,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,219,219,0,198,209,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,219,219,219,198,209,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,219,219,219,209,219,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,219,219,209,198,219,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,219,219,209,198,209,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,209,219,209,198,209,219,292,323,397,282,323,386,188,188,188,188,0,
198,209,219,219,209,198,209,219,292,323,397,292,334,386,188,188,188,188,0,
198,209,209,219,209,198,209,219,292,323,397,292,334,386,188,188,188,177,0,
188,209,209,209,0,198,209,209,282,323,397,282,323,386,188,188,188,177,0,
188,198,209,209,209,198,209,209,282,323,397,282,323,386,177,177,177,177,0,
188,198,209,209,0,198,209,209,282,323,397,282,323,386,177,177,177,177,0,
177,198,209,209,209,198,209,209,282,323,386,282,323,386,177,177,177,177,0,
177,198,198,209,0,188,198,198,282,323,386,282,323,386,177,167,177,167,0,
177,188,198,209,198,188,198,198,282,323,386,282,323,386,167,167,167,167,0,
167,188,188,209,198,188,198,198,271,323,386,271,323,386,167,167,167,167,0,
167,188,188,198,0,177,188,188,271,323,386,271,323,386,157,157,157,157,0,
157,177,177,198,0,177,188,0,271,323,386,271,323,386,157,146,157,157,0,
157,177,177,198,0,177,188,0,271,323,386,261,323,386,146,146,146,146,0,
146,167,167,188,198,167,188,0,261,323,386,261,323,386,146,136,146,146,0,
146,167,167,188,198,167,177,188,261,323,386,261,323,386,136,136,136,136,0,
136,157,167,198,209,157,177,188,261,323,386,261,313,386,125,125,136,136,0,
125,157,157,177,198,157,177,188,261,313,386,261,313,386,125,115,125,125,0,
125,146,157,167,209,146,177,188,250,323,386,250,313,386,115,115,125,115,0,
115,146,157,167,209,146,167,188,250,313,386,250,313,386,104,104,115,115,0,
115,136,146,167,209,136,167,188,250,313,386,250,313,386,104,104,115,104,0,
104,136,136,167,209,136,167,188,240,313,386,250,313,386,94,94,104,104,0,
94,125,136,167,209,125,167,198,240,313,386,240,313,386,94,83,94,94,0,
94,125,125,167,209,125,167,198,240,313,386,240,313,386,83,83,94,94,0,
83,125,125,167,209,115,167,198,230,313,386,240,313,386,83,73,83,83,0,
83,115,125,157,209,115,167,209,230,313,386,240,313,386,73,73,83,83,0,
73,115,125,157,209,115,167,209,230,313,397,240,313,386,73,63,83,73,0,
73,115,115,157,219,115,167,209,230,313,397,240,313,386,63,63,73,73,0,
63,115,115,157,219,104,167,209,230,313,397,240,313,386,63,63,73,73,0,
63,104,115,167,219,104,167,209,230,313,397,230,313,386,63,63,73,73,0,
63,104,115,167,219,104,157,219,230,313,397,230,313,386,63,63,73,73,0,
63,104,115,157,219,104,157,219,230,313,397,230,313,386,63,52,73,63,0,
63,104,115,167,230,104,157,219,230,313,386,230,313,386,52,52,63,63,0,
63,104,115,167,230,104,167,219,230,313,397,230,313,386,52,52,63,63,0,
63,104,115,167,230,104,167,219,230,313,397,230,313,386,52,52,63,63,0,
63,104,115,167,230,104,157,209,230,313,386,230,313,386,52,52,63,63,0,
