94,125,125,157,209,125,167,209,209,282,334,209,282,344,83,83,94,94,0,
83,125,125,157,209,125,167,209,209,282,334,209,282,344,83,83,83,94,0,
83,125,125,157,209,125,167,209,209,282,323,219,282,344,83,83,94,94,0,
83,125,125,157,209,125,167,209,209,282,334,209,282,344,83,83,94,94,0,
94,125,125,157,209,125,167,209,209,282,334,209,282,344,83,83,94,94,0,
94,125,125,157,209,125,167,209,209,282,334,209,282,344,83,83,94,94,0,
94,125,125,157,198,125,157,209,209,282,334,209,282,344,83,83,83,94,0,
94,125,115,157,198,125,157,209,209,282,334,209,282,344,83,83,94,94,0,
94,125,125,157,198,125,157,209,209,282,334,209,271,344,83,83,83,94,0,
83,125,125,157,198,125,157,209,209,282,334,219,271,334,83,83,94,94,0,
94,125,125,157,198,125,157,209,219,282,334,219,282,334,83,83,83,94,0,
94,125,125,167,188,125,157,198,219,282,334,219,282,344,83,83,94,83,0,
94,125,125,177,188,125,157,198,219,282,0,219,282,0,83,83,94,83,0,
94,125,125,177,177,125,157,198,219,282,334,219,282,344,83,83,94,83,0,
83,125,125,167,167,115,157,198,219,282,334,219,282,334,83,83,83,83,0,
94,125,125,157,157,115,157,198,219,282,323,219,282,334,83,83,94,83,0,
83,125,125,167,146,115,157,198,219,282,0,219,271,323,83,83,94,83,0,
83,115,125,157,125,115,157,198,219,282,323,209,271,334,83,83,94,83,0,
83,115,125,157,125,115,157,188,209,282,323,209,271,334,83,83,83,83,0,
83,115,125,157,115,115,157,198,209,282,334,209,271,323,83,83,83,83,0,
83,115,125,146,104,115,157,198,209,271,323,209,261,323,83,83,83,83,0,
83,115,125,146,104,0,0,0,209,271,334,209,261,313,83,0,83,0,0,
83,115,125,146,104,115,146,188,209,271,334,198,250,313,83,83,94,83,0,
83,115,125,146,104,115,146,188,209,271,334,198,240,303,83,83,83,83,0,
94,115,115,146,115,115,146,188,209,271,334,198,240,292,83,83,83,0,0,
94,115,115,146,115,115,146,188,209,271,334,198,230,282,83,83,94,0,0,
94,115,115,146,115,115,146,188,209,261,334,198,240,282,83,83,83,0,0,
94,115,125,146,125,115,146,188,209,261,334,188,219,271,83,83,94,0,0,
94,115,125,146,125,115,146,188,198,261,344,188,230,261,94,83,94,0,0,
104,115,125,146,136,115,157,177,198,250,344,188,219,261,94,94,94,0,0,
104,125,125,157,125,115,157,0,198,250,334,188,188,250,94,94,94,0,0,
104,125,125,157,125,125,0,0,209,250,334,188,188,250,94,94,94,0,0,
94,125,125,157,125,125,157,0,209,250,334,188,188,250,94,0,94,0,0,
94,115,125,157,125,115,0,0,209,261,334,188,188,250,94,0,94,0,0,
94,115,125,157,125,115,157,0,209,261,344,188,198,261,94,0,94,0,0,
94,115,125,157,125,115,157,0,209,261,334,198,198,261,94,0,94,0,0,
94,115,125,157,125,115,157,0,209,261,334,198,209,271,94,0,94,0,0,
94,115,125,157,125,125,157,0,209,261,334,198,219,271,83,0,94,0,0,
94,115,125,157,115,125,157,0,209,261,334,198,219,282,83,83,94,0,0,
